,study_name,sample_number,species,region,island,stage,individual_id,clutch_completion,date_egg,bill_length_mm,bill_depth_mm,flipper_length_mm,body_mass_g,sex,delta_15_n_o_oo,delta_13_c_o_oo,comments,date_e
148,PAL0708,2,Gentoo,Anvers,Biscoe,"Adult, 1 Egg Stage",N31A2,Yes,11/27/07,50,16.3,230,5700,MALE,8.14756,-25.39369,NA,11/27/07
149,PAL0708,3,Gentoo,Anvers,Biscoe,"Adult, 1 Egg Stage",N32A1,Yes,11/27/07,48.7,14.1,210,4450,FEMALE,8.14705,-25.46172,NA,11/27/07
150,PAL0708,4,Gentoo,Anvers,Biscoe,"Adult, 1 Egg Stage",N32A2,Yes,11/27/07,50,15.2,218,5700,MALE,8.2554,-25.40075,NA,11/27/07
151,PAL0708,5,Gentoo,Anvers,Biscoe,"Adult, 1 Egg Stage",N33A1,Yes,11/18/07,47.6,14.5,215,5400,MALE,8.2345,-25.54456,NA,11/18/07
152,PAL0708,6,Gentoo,Anvers,Biscoe,"Adult, 1 Egg Stage",N33A2,Yes,11/18/07,46.5,13.5,210,4550,FEMALE,7.9953,-25.32829,NA,11/18/07
153,PAL0708,7,Gentoo,Anvers,Biscoe,"Adult, 1 Egg Stage",N34A1,Yes,11/27/07,45.4,14.6,211,4800,FEMALE,8.24515,-25.46782,NA,11/27/07
154,PAL0708,8,Gentoo,Anvers,Biscoe,"Adult, 1 Egg Stage",N34A2,Yes,11/27/07,46.7,15.3,219,5200,MALE,8.22673,-25.4276,NA,11/27/07
155,PAL0708,9,Gentoo,Anvers,Biscoe,"Adult, 1 Egg Stage",N35A1,Yes,11/27/07,43.3,13.4,209,4400,FEMALE,8.13643,-25.32176,NA,11/27/07
156,PAL0708,10,Gentoo,Anvers,Biscoe,"Adult, 1 Egg Stage",N35A2,Yes,11/27/07,46.8,15.4,215,5150,MALE,8.1631,-25.38017,NA,11/27/07
157,PAL0708,11,Gentoo,Anvers,Biscoe,"Adult, 1 Egg Stage",N36A1,No,11/27/07,40.9,13.7,214,4650,FEMALE,8.19579,-25.3933,Nest never observed with full clutch.,11/27/07
158,PAL0708,12,Gentoo,Anvers,Biscoe,"Adult, 1 Egg Stage",N36A2,No,11/27/07,49,16.1,216,5550,MALE,8.10417,-25.50562,Nest never observed with full clutch.,11/27/07
159,PAL0708,13,Gentoo,Anvers,Biscoe,"Adult, 1 Egg Stage",N37A1,Yes,11/29/07,45.5,13.7,214,4650,FEMALE,7.77672,-25.4168,NA,11/29/07
160,PAL0708,14,Gentoo,Anvers,Biscoe,"Adult, 1 Egg Stage",N37A2,Yes,11/29/07,48.4,14.6,213,5850,MALE,7.8208,-25.48025,NA,11/29/07
161,PAL0708,15,Gentoo,Anvers,Biscoe,"Adult, 1 Egg Stage",N38A1,Yes,12/3/07,45.8,14.6,210,4200,FEMALE,7.79958,-25.62618,NA,12/3/07
162,PAL0708,16,Gentoo,Anvers,Biscoe,"Adult, 1 Egg Stage",N38A2,Yes,12/3/07,49.3,15.7,217,5850,MALE,8.07137,-25.52473,NA,12/3/07
163,PAL0708,17,Gentoo,Anvers,Biscoe,"Adult, 1 Egg Stage",N39A1,Yes,11/27/07,42,13.5,210,4150,FEMALE,7.63884,-25.52627,NA,11/27/07
164,PAL0708,18,Gentoo,Anvers,Biscoe,"Adult, 1 Egg Stage",N39A2,Yes,11/27/07,49.2,15.2,221,6300,MALE,8.27376,-25.00169,NA,11/27/07
165,PAL0708,19,Gentoo,Anvers,Biscoe,"Adult, 1 Egg Stage",N40A1,Yes,11/27/07,46.2,14.5,209,4800,FEMALE,7.84057,-25.37899,NA,11/27/07
166,PAL0708,20,Gentoo,Anvers,Biscoe,"Adult, 1 Egg Stage",N40A2,Yes,11/27/07,48.7,15.1,222,5350,MALE,7.96491,-25.39587,NA,11/27/07
167,PAL0708,21,Gentoo,Anvers,Biscoe,"Adult, 1 Egg Stage",N41A1,Yes,11/27/07,50.2,14.3,218,5700,MALE,7.8962,-25.37746,NA,11/27/07
168,PAL0708,22,Gentoo,Anvers,Biscoe,"Adult, 1 Egg Stage",N41A2,Yes,11/27/07,45.1,14.5,215,5000,FEMALE,7.6322,-25.46569,NA,11/27/07
169,PAL0708,23,Gentoo,Anvers,Biscoe,"Adult, 1 Egg Stage",N42A1,Yes,11/27/07,46.5,14.5,213,4400,FEMALE,7.90436,-25.3947,NA,11/27/07
170,PAL0708,24,Gentoo,Anvers,Biscoe,"Adult, 1 Egg Stage",N42A2,Yes,11/27/07,46.3,15.8,215,5050,MALE,7.90971,-25.38157,NA,11/27/07
171,PAL0708,25,Gentoo,Anvers,Biscoe,"Adult, 1 Egg Stage",N44A1,Yes,11/29/07,42.9,13.1,215,5000,FEMALE,7.68528,-25.39181,NA,11/29/07
172,PAL0708,26,Gentoo,Anvers,Biscoe,"Adult, 1 Egg Stage",N44A2,Yes,11/29/07,46.1,15.1,215,5100,MALE,7.83733,-25.42826,NA,11/29/07
173,PAL0708,28,Gentoo,Anvers,Biscoe,"Adult, 1 Egg Stage",N46A2,Yes,11/29/07,47.8,15,215,5650,MALE,7.92358,-25.48383,NA,11/29/07
174,PAL0708,29,Gentoo,Anvers,Biscoe,"Adult, 1 Egg Stage",N47A1,Yes,11/29/07,48.2,14.3,210,4600,FEMALE,7.6887,-25.50811,NA,11/29/07
175,PAL0708,30,Gentoo,Anvers,Biscoe,"Adult, 1 Egg Stage",N47A2,Yes,11/29/07,50,15.3,220,5550,MALE,8.30515,-25.19017,NA,11/29/07
176,PAL0708,31,Gentoo,Anvers,Biscoe,"Adult, 1 Egg Stage",N50A1,Yes,11/29/07,47.3,15.3,222,5250,MALE,NA,NA,Not enough blood for isotopes.,11/29/07
177,PAL0708,32,Gentoo,Anvers,Biscoe,"Adult, 1 Egg Stage",N50A2,Yes,11/29/07,42.8,14.2,209,4700,FEMALE,7.63452,-25.46327,NA,11/29/07
178,PAL0708,33,Gentoo,Anvers,Biscoe,"Adult, 1 Egg Stage",N56A1,Yes,12/3/07,45.1,14.5,207,5050,FEMALE,7.97408,-25.53768,NA,12/3/07
179,PAL0708,34,Gentoo,Anvers,Biscoe,"Adult, 1 Egg Stage",N56A2,Yes,12/3/07,59.6,17,230,6050,MALE,7.76843,-25.6821,NA,12/3/07
180,PAL0809,35,Gentoo,Anvers,Biscoe,"Adult, 1 Egg Stage",N2A1,Yes,11/13/08,49.1,14.8,220,5150,FEMALE,7.89744,-26.63405,NA,11/13/08
181,PAL0809,36,Gentoo,Anvers,Biscoe,"Adult, 1 Egg Stage",N2A2,Yes,11/13/08,48.4,16.3,220,5400,MALE,8.03659,-26.86127,NA,11/13/08
182,PAL0809,37,Gentoo,Anvers,Biscoe,"Adult, 1 Egg Stage",N4A1,Yes,11/2/08,42.6,13.7,213,4950,FEMALE,7.96935,-26.70968,NA,11/2/08
183,PAL0809,38,Gentoo,Anvers,Biscoe,"Adult, 1 Egg Stage",N4A2,Yes,11/2/08,44.4,17.3,219,5250,MALE,8.13746,-26.79093,NA,11/2/08
184,PAL0809,39,Gentoo,Anvers,Biscoe,"Adult, 1 Egg Stage",N5A1,Yes,11/9/08,44,13.6,208,4350,FEMALE,8.01979,-26.68311,NA,11/9/08
185,PAL0809,40,Gentoo,Anvers,Biscoe,"Adult, 1 Egg Stage",N5A2,Yes,11/9/08,48.7,15.7,208,5350,MALE,8.14776,-26.84506,NA,11/9/08
186,PAL0809,41,Gentoo,Anvers,Biscoe,"Adult, 1 Egg Stage",N6A1,No,11/4/08,42.7,13.7,208,3950,FEMALE,8.14567,-26.59467,Nest never observed with full clutch.,11/4/08
187,PAL0809,42,Gentoo,Anvers,Biscoe,"Adult, 1 Egg Stage",N6A2,No,11/4/08,49.6,16,225,5700,MALE,8.38324,-26.84272,Nest never observed with full clutch.,11/4/08
188,PAL0809,43,Gentoo,Anvers,Biscoe,"Adult, 1 Egg Stage",N7A1,Yes,11/4/08,45.3,13.7,210,4300,FEMALE,8.37615,-26.72791,NA,11/4/08
189,PAL0809,44,Gentoo,Anvers,Biscoe,"Adult, 1 Egg Stage",N7A2,Yes,11/4/08,49.6,15,216,4750,MALE,8.26548,-26.7699,NA,11/4/08
190,PAL0809,45,Gentoo,Anvers,Biscoe,"Adult, 1 Egg Stage",N8A1,Yes,11/3/08,50.5,15.9,222,5550,MALE,8.46894,-26.60436,NA,11/3/08
191,PAL0809,46,Gentoo,Anvers,Biscoe,"Adult, 1 Egg Stage",N8A2,Yes,11/3/08,43.6,13.9,217,4900,FEMALE,8.27141,-26.7765,NA,11/3/08
192,PAL0809,47,Gentoo,Anvers,Biscoe,"Adult, 1 Egg Stage",N11A1,No,11/9/08,45.5,13.9,210,4200,FEMALE,8.47829,-26.61788,Nest never observed with full clutch.,11/9/08
193,PAL0809,48,Gentoo,Anvers,Biscoe,"Adult, 1 Egg Stage",N11A2,No,11/9/08,50.5,15.9,225,5400,MALE,8.65803,-26.57585,Nest never observed with full clutch.,11/9/08
194,PAL0809,49,Gentoo,Anvers,Biscoe,"Adult, 1 Egg Stage",N12A1,Yes,11/2/08,44.9,13.3,213,5100,FEMALE,8.45167,-26.89644,NA,11/2/08
195,PAL0809,50,Gentoo,Anvers,Biscoe,"Adult, 1 Egg Stage",N12A2,Yes,11/2/08,45.2,15.8,215,5300,MALE,8.55868,-26.67799,NA,11/2/08
196,PAL0809,51,Gentoo,Anvers,Biscoe,"Adult, 1 Egg Stage",N13A1,Yes,11/4/08,46.6,14.2,210,4850,FEMALE,8.38289,-26.86352,NA,11/4/08
197,PAL0809,52,Gentoo,Anvers,Biscoe,"Adult, 1 Egg Stage",N13A2,Yes,11/4/08,48.5,14.1,220,5300,MALE,8.39867,-26.79358,NA,11/4/08
198,PAL0809,53,Gentoo,Anvers,Biscoe,"Adult, 1 Egg Stage",N14A1,Yes,11/4/08,45.1,14.4,210,4400,FEMALE,8.51951,-27.01854,NA,11/4/08
199,PAL0809,54,Gentoo,Anvers,Biscoe,"Adult, 1 Egg Stage",N14A2,Yes,11/4/08,50.1,15,225,5000,MALE,8.50153,-26.61414,NA,11/4/08
200,PAL0809,55,Gentoo,Anvers,Biscoe,"Adult, 1 Egg Stage",N15A1,Yes,11/4/08,46.5,14.4,217,4900,FEMALE,8.48789,-26.83006,NA,11/4/08
201,PAL0809,56,Gentoo,Anvers,Biscoe,"Adult, 1 Egg Stage",N15A2,Yes,11/4/08,45,15.4,220,5050,MALE,8.63488,-26.75621,NA,11/4/08
202,PAL0809,57,Gentoo,Anvers,Biscoe,"Adult, 1 Egg Stage",N16A1,Yes,11/3/08,43.8,13.9,208,4300,FEMALE,8.58319,-26.84415,NA,11/3/08
203,PAL0809,58,Gentoo,Anvers,Biscoe,"Adult, 1 Egg Stage",N16A2,Yes,11/3/08,45.5,15,220,5000,MALE,8.63604,-26.7489,NA,11/3/08
204,PAL0809,59,Gentoo,Anvers,Biscoe,"Adult, 1 Egg Stage",N17A1,Yes,11/6/08,43.2,14.5,208,4450,FEMALE,8.48367,-26.86485,NA,11/6/08
205,PAL0809,60,Gentoo,Anvers,Biscoe,"Adult, 1 Egg Stage",N17A2,Yes,11/6/08,50.4,15.3,224,5550,MALE,8.74647,-26.79846,NA,11/6/08
206,PAL0809,61,Gentoo,Anvers,Biscoe,"Adult, 1 Egg Stage",N18A1,Yes,11/3/08,45.3,13.8,208,4200,FEMALE,8.65015,-26.79053,NA,11/3/08
207,PAL0809,62,Gentoo,Anvers,Biscoe,"Adult, 1 Egg Stage",N18A2,Yes,11/3/08,46.2,14.9,221,5300,MALE,8.60092,-26.84374,NA,11/3/08
208,PAL0809,63,Gentoo,Anvers,Biscoe,"Adult, 1 Egg Stage",N19A1,Yes,11/13/08,45.7,13.9,214,4400,FEMALE,8.6287,-26.60484,NA,11/13/08
209,PAL0809,64,Gentoo,Anvers,Biscoe,"Adult, 1 Egg Stage",N19A2,Yes,11/13/08,54.3,15.7,231,5650,MALE,8.49662,-26.84166,NA,11/13/08
210,PAL0809,65,Gentoo,Anvers,Biscoe,"Adult, 1 Egg Stage",N20A1,Yes,11/4/08,45.8,14.2,219,4700,FEMALE,8.60447,-26.61601,NA,11/4/08
211,PAL0809,66,Gentoo,Anvers,Biscoe,"Adult, 1 Egg Stage",N20A2,Yes,11/4/08,49.8,16.8,230,5700,MALE,8.47067,-26.69166,NA,11/4/08
212,PAL0809,68,Gentoo,Anvers,Biscoe,"Adult, 1 Egg Stage",N51A2,Yes,11/9/08,49.5,16.2,229,5800,MALE,8.49854,-26.74809,NA,11/9/08
213,PAL0809,69,Gentoo,Anvers,Biscoe,"Adult, 1 Egg Stage",N53A1,Yes,11/13/08,43.5,14.2,220,4700,FEMALE,8.64931,-26.68867,NA,11/13/08
214,PAL0809,70,Gentoo,Anvers,Biscoe,"Adult, 1 Egg Stage",N53A2,Yes,11/13/08,50.7,15,223,5550,MALE,8.63551,-26.74249,NA,11/13/08
215,PAL0809,71,Gentoo,Anvers,Biscoe,"Adult, 1 Egg Stage",N54A1,Yes,11/3/08,47.7,15,216,4750,FEMALE,8.53018,-26.72751,NA,11/3/08
216,PAL0809,72,Gentoo,Anvers,Biscoe,"Adult, 1 Egg Stage",N54A2,Yes,11/3/08,46.4,15.6,221,5000,MALE,8.35078,-26.70783,NA,11/3/08
217,PAL0809,73,Gentoo,Anvers,Biscoe,"Adult, 1 Egg Stage",N55A1,Yes,11/9/08,48.2,15.6,221,5100,MALE,8.24651,-26.66958,NA,11/9/08
218,PAL0809,74,Gentoo,Anvers,Biscoe,"Adult, 1 Egg Stage",N55A2,Yes,11/9/08,46.5,14.8,217,5200,FEMALE,8.58487,-26.5929,NA,11/9/08
219,PAL0809,75,Gentoo,Anvers,Biscoe,"Adult, 1 Egg Stage",N56A1,Yes,11/6/08,46.4,15,216,4700,FEMALE,8.47938,-26.9547,NA,11/6/08
220,PAL0809,76,Gentoo,Anvers,Biscoe,"Adult, 1 Egg Stage",N56A2,Yes,11/6/08,48.6,16,230,5800,MALE,8.5964,-26.71199,NA,11/6/08
221,PAL0809,77,Gentoo,Anvers,Biscoe,"Adult, 1 Egg Stage",N58A1,Yes,11/6/08,47.5,14.2,209,4600,FEMALE,8.39299,-26.78733,NA,11/6/08
222,PAL0809,78,Gentoo,Anvers,Biscoe,"Adult, 1 Egg Stage",N58A2,Yes,11/6/08,51.1,16.3,220,6000,MALE,8.40327,-26.76821,NA,11/6/08
223,PAL0809,79,Gentoo,Anvers,Biscoe,"Adult, 1 Egg Stage",N60A1,Yes,11/9/08,45.2,13.8,215,4750,FEMALE,8.24694,-26.65359,NA,11/9/08
224,PAL0809,80,Gentoo,Anvers,Biscoe,"Adult, 1 Egg Stage",N60A2,Yes,11/9/08,45.2,16.4,223,5950,MALE,8.19749,-26.65931,NA,11/9/08
225,PAL0910,81,Gentoo,Anvers,Biscoe,"Adult, 1 Egg Stage",N1A1,Yes,11/18/09,49.1,14.5,212,4625,FEMALE,8.35802,-26.2766,NA,11/18/09
226,PAL0910,82,Gentoo,Anvers,Biscoe,"Adult, 1 Egg Stage",N1A2,Yes,11/18/09,52.5,15.6,221,5450,MALE,8.28601,-26.27573,NA,11/18/09
227,PAL0910,83,Gentoo,Anvers,Biscoe,"Adult, 1 Egg Stage",N6A1,Yes,11/15/09,47.4,14.6,212,4725,FEMALE,8.19101,-26.24369,NA,11/15/09
228,PAL0910,84,Gentoo,Anvers,Biscoe,"Adult, 1 Egg Stage",N6A2,Yes,11/15/09,50,15.9,224,5350,MALE,8.20042,-26.39677,NA,11/15/09
229,PAL0910,85,Gentoo,Anvers,Biscoe,"Adult, 1 Egg Stage",N8A1,Yes,11/22/09,44.9,13.8,212,4750,FEMALE,8.11238,-26.20372,NA,11/22/09
230,PAL0910,86,Gentoo,Anvers,Biscoe,"Adult, 1 Egg Stage",N8A2,Yes,11/22/09,50.8,17.3,228,5600,MALE,8.27428,-26.30019,NA,11/22/09
231,PAL0910,87,Gentoo,Anvers,Biscoe,"Adult, 1 Egg Stage",N13A1,Yes,11/20/09,43.4,14.4,218,4600,FEMALE,8.23468,-26.18599,NA,11/20/09
232,PAL0910,88,Gentoo,Anvers,Biscoe,"Adult, 1 Egg Stage",N13A2,Yes,11/20/09,51.3,14.2,218,5300,MALE,8.15426,-26.3433,NA,11/20/09
233,PAL0910,89,Gentoo,Anvers,Biscoe,"Adult, 1 Egg Stage",N14A1,Yes,11/25/09,47.5,14,212,4875,FEMALE,8.12691,-26.23613,NA,11/25/09
234,PAL0910,90,Gentoo,Anvers,Biscoe,"Adult, 1 Egg Stage",N14A2,Yes,11/25/09,52.1,17,230,5550,MALE,8.27595,-26.11657,NA,11/25/09
235,PAL0910,91,Gentoo,Anvers,Biscoe,"Adult, 1 Egg Stage",N15A1,Yes,11/25/09,47.5,15,218,4950,FEMALE,8.29671,-26.08547,NA,11/25/09
236,PAL0910,92,Gentoo,Anvers,Biscoe,"Adult, 1 Egg Stage",N15A2,Yes,11/25/09,52.2,17.1,228,5400,MALE,8.36701,-25.89834,NA,11/25/09
237,PAL0910,93,Gentoo,Anvers,Biscoe,"Adult, 1 Egg Stage",N18A1,Yes,12/1/09,45.5,14.5,212,4750,FEMALE,8.15566,-26.22848,NA,12/1/09
238,PAL0910,94,Gentoo,Anvers,Biscoe,"Adult, 1 Egg Stage",N18A2,Yes,12/1/09,49.5,16.1,224,5650,MALE,8.83352,-25.69195,NA,12/1/09
239,PAL0910,95,Gentoo,Anvers,Biscoe,"Adult, 1 Egg Stage",N19A1,Yes,11/27/09,44.5,14.7,214,4850,FEMALE,8.20106,-26.16524,NA,11/27/09
240,PAL0910,96,Gentoo,Anvers,Biscoe,"Adult, 1 Egg Stage",N19A2,Yes,11/27/09,50.8,15.7,226,5200,MALE,8.27102,-26.11244,NA,11/27/09
241,PAL0910,97,Gentoo,Anvers,Biscoe,"Adult, 1 Egg Stage",N20A1,Yes,11/18/09,49.4,15.8,216,4925,MALE,8.03624,-26.06594,NA,11/18/09
242,PAL0910,98,Gentoo,Anvers,Biscoe,"Adult, 1 Egg Stage",N20A2,Yes,11/18/09,46.9,14.6,222,4875,FEMALE,7.8881,-26.04726,NA,11/18/09
243,PAL0910,99,Gentoo,Anvers,Biscoe,"Adult, 1 Egg Stage",N21A1,Yes,11/18/09,48.4,14.4,203,4625,FEMALE,8.16582,-26.13971,NA,11/18/09
244,PAL0910,100,Gentoo,Anvers,Biscoe,"Adult, 1 Egg Stage",N21A2,Yes,11/18/09,51.1,16.5,225,5250,MALE,8.2066,-26.36863,NA,11/18/09
245,PAL0910,101,Gentoo,Anvers,Biscoe,"Adult, 1 Egg Stage",N22A1,Yes,11/22/09,48.5,15,219,4850,FEMALE,8.10231,-26.18763,NA,11/22/09
246,PAL0910,102,Gentoo,Anvers,Biscoe,"Adult, 1 Egg Stage",N22A2,Yes,11/22/09,55.9,17,228,5600,MALE,8.3118,-26.35425,NA,11/22/09
247,PAL0910,103,Gentoo,Anvers,Biscoe,"Adult, 1 Egg Stage",N23A1,Yes,11/18/09,47.2,15.5,215,4975,FEMALE,8.30817,-26.21651,NA,11/18/09
248,PAL0910,104,Gentoo,Anvers,Biscoe,"Adult, 1 Egg Stage",N23A2,Yes,11/18/09,49.1,15,228,5500,MALE,8.65914,-25.79203,NA,11/18/09
249,PAL0910,106,Gentoo,Anvers,Biscoe,"Adult, 1 Egg Stage",N24A2,Yes,12/1/09,46.8,16.1,215,5500,MALE,8.32359,-26.05756,NA,12/1/09
250,PAL0910,107,Gentoo,Anvers,Biscoe,"Adult, 1 Egg Stage",N28A1,Yes,11/10/09,41.7,14.7,210,4700,FEMALE,8.12311,-26.44815,NA,11/10/09
251,PAL0910,108,Gentoo,Anvers,Biscoe,"Adult, 1 Egg Stage",N28A2,Yes,11/10/09,53.4,15.8,219,5500,MALE,8.41017,-26.33867,NA,11/10/09
252,PAL0910,109,Gentoo,Anvers,Biscoe,"Adult, 1 Egg Stage",N29A1,Yes,11/9/09,43.3,14,208,4575,FEMALE,8.4207,-26.38092,NA,11/9/09
253,PAL0910,110,Gentoo,Anvers,Biscoe,"Adult, 1 Egg Stage",N29A2,Yes,11/9/09,48.1,15.1,209,5500,MALE,8.45738,-26.22664,NA,11/9/09
254,PAL0910,111,Gentoo,Anvers,Biscoe,"Adult, 1 Egg Stage",N32A1,Yes,11/20/09,50.5,15.2,216,5000,FEMALE,8.24691,-26.18466,NA,11/20/09
255,PAL0910,112,Gentoo,Anvers,Biscoe,"Adult, 1 Egg Stage",N32A2,Yes,11/20/09,49.8,15.9,229,5950,MALE,8.29226,-26.21019,NA,11/20/09
256,PAL0910,113,Gentoo,Anvers,Biscoe,"Adult, 1 Egg Stage",N34A1,Yes,11/27/09,43.5,15.2,213,4650,FEMALE,8.21634,-26.11046,NA,11/27/09
257,PAL0910,114,Gentoo,Anvers,Biscoe,"Adult, 1 Egg Stage",N34A2,Yes,11/27/09,51.5,16.3,230,5500,MALE,8.78557,-25.76147,NA,11/27/09
258,PAL0910,115,Gentoo,Anvers,Biscoe,"Adult, 1 Egg Stage",N35A1,Yes,11/25/09,46.2,14.1,217,4375,FEMALE,8.30231,-25.96013,NA,11/25/09
259,PAL0910,116,Gentoo,Anvers,Biscoe,"Adult, 1 Egg Stage",N35A2,Yes,11/25/09,55.1,16,230,5850,MALE,8.08354,-26.18161,NA,11/25/09
260,PAL0910,118,Gentoo,Anvers,Biscoe,"Adult, 1 Egg Stage",N36A2,Yes,12/1/09,48.8,16.2,222,6000,MALE,8.33825,-25.88547,NA,12/1/09
261,PAL0910,119,Gentoo,Anvers,Biscoe,"Adult, 1 Egg Stage",N38A1,No,12/1/09,47.2,13.7,214,4925,FEMALE,7.99184,-26.20538,Nest never observed with full clutch.,12/1/09
262,PAL0910,121,Gentoo,Anvers,Biscoe,"Adult, 1 Egg Stage",N39A1,Yes,11/22/09,46.8,14.3,215,4850,FEMALE,8.41151,-26.13832,NA,11/22/09
263,PAL0910,122,Gentoo,Anvers,Biscoe,"Adult, 1 Egg Stage",N39A2,Yes,11/22/09,50.4,15.7,222,5750,MALE,8.30166,-26.04117,NA,11/22/09
264,PAL0910,123,Gentoo,Anvers,Biscoe,"Adult, 1 Egg Stage",N43A1,Yes,11/22/09,45.2,14.8,212,5200,FEMALE,8.24246,-26.11969,NA,11/22/09
265,PAL0910,124,Gentoo,Anvers,Biscoe,"Adult, 1 Egg Stage",N43A2,Yes,11/22/09,49.9,16.1,213,5400,MALE,8.3639,-26.15531,NA,11/22/09
266,PAL0708,1,Chinstrap,Anvers,Dream,"Adult, 1 Egg Stage",N61A1,No,11/19/07,46.5,17.9,192,3500,FEMALE,9.03935,-24.30229,Nest never observed with full clutch.,11/19/07
267,PAL0708,2,Chinstrap,Anvers,Dream,"Adult, 1 Egg Stage",N61A2,No,11/19/07,50,19.5,196,3900,MALE,8.92069,-24.23592,Nest never observed with full clutch.,11/19/07
268,PAL0708,3,Chinstrap,Anvers,Dream,"Adult, 1 Egg Stage",N62A1,Yes,11/26/07,51.3,19.2,193,3650,MALE,9.29078,-24.7557,NA,11/26/07
269,PAL0708,4,Chinstrap,Anvers,Dream,"Adult, 1 Egg Stage",N62A2,Yes,11/26/07,45.4,18.7,188,3525,FEMALE,8.64701,-24.62717,NA,11/26/07
270,PAL0708,5,Chinstrap,Anvers,Dream,"Adult, 1 Egg Stage",N64A1,Yes,11/21/07,52.7,19.8,197,3725,MALE,9.00642,-24.61867,NA,11/21/07
271,PAL0708,6,Chinstrap,Anvers,Dream,"Adult, 1 Egg Stage",N64A2,Yes,11/21/07,45.2,17.8,198,3950,FEMALE,8.88942,-24.49433,NA,11/21/07
272,PAL0708,7,Chinstrap,Anvers,Dream,"Adult, 1 Egg Stage",N66A1,Yes,11/28/07,46.1,18.2,178,3250,FEMALE,8.85664,-24.55644,NA,11/28/07
273,PAL0708,8,Chinstrap,Anvers,Dream,"Adult, 1 Egg Stage",N66A2,Yes,11/28/07,51.3,18.2,197,3750,MALE,8.63701,-24.84059,NA,11/28/07
274,PAL0708,9,Chinstrap,Anvers,Dream,"Adult, 1 Egg Stage",N67A1,Yes,11/21/07,46,18.9,195,4150,FEMALE,8.47173,-24.29229,NA,11/21/07
275,PAL0708,10,Chinstrap,Anvers,Dream,"Adult, 1 Egg Stage",N67A2,Yes,11/21/07,51.3,19.9,198,3700,MALE,8.79581,-24.36088,NA,11/21/07
276,PAL0708,11,Chinstrap,Anvers,Dream,"Adult, 1 Egg Stage",N68A1,Yes,11/28/07,46.6,17.8,193,3800,FEMALE,8.95063,-24.59897,NA,11/28/07
277,PAL0708,12,Chinstrap,Anvers,Dream,"Adult, 1 Egg Stage",N68A2,Yes,11/28/07,51.7,20.3,194,3775,MALE,8.68747,-24.38751,NA,11/28/07
278,PAL0708,13,Chinstrap,Anvers,Dream,"Adult, 1 Egg Stage",N69A1,Yes,11/26/07,47,17.3,185,3700,FEMALE,8.72037,-24.80526,NA,11/26/07
279,PAL0708,14,Chinstrap,Anvers,Dream,"Adult, 1 Egg Stage",N69A2,Yes,11/26/07,52,18.1,201,4050,MALE,9.0233,-24.38933,NA,11/26/07
280,PAL0708,15,Chinstrap,Anvers,Dream,"Adult, 1 Egg Stage",N70A1,Yes,11/22/07,45.9,17.1,190,3575,FEMALE,9.12277,-24.90024,NA,11/22/07
281,PAL0708,16,Chinstrap,Anvers,Dream,"Adult, 1 Egg Stage",N70A2,Yes,11/22/07,50.5,19.6,201,4050,MALE,9.8059,-24.7294,NA,11/22/07
282,PAL0708,17,Chinstrap,Anvers,Dream,"Adult, 1 Egg Stage",N71A1,No,11/30/07,50.3,20,197,3300,MALE,10.02019,-24.54704,Nest never observed with full clutch.,11/30/07
283,PAL0708,18,Chinstrap,Anvers,Dream,"Adult, 1 Egg Stage",N71A2,No,11/30/07,58,17.8,181,3700,FEMALE,9.14382,-24.57994,Nest never observed with full clutch.,11/30/07
284,PAL0708,19,Chinstrap,Anvers,Dream,"Adult, 1 Egg Stage",N72A1,Yes,11/30/07,46.4,18.6,190,3450,FEMALE,9.32105,-24.64162,NA,11/30/07
285,PAL0708,20,Chinstrap,Anvers,Dream,"Adult, 1 Egg Stage",N72A2,Yes,11/30/07,49.2,18.2,195,4400,MALE,9.27158,-24.64335,NA,11/30/07
286,PAL0708,21,Chinstrap,Anvers,Dream,"Adult, 1 Egg Stage",N73A1,Yes,12/3/07,42.4,17.3,181,3600,FEMALE,9.35138,-24.6879,NA,12/3/07
287,PAL0708,22,Chinstrap,Anvers,Dream,"Adult, 1 Egg Stage",N73A2,Yes,12/3/07,48.5,17.5,191,3400,MALE,9.42666,-24.26375,NA,12/3/07
288,PAL0708,23,Chinstrap,Anvers,Dream,"Adult, 1 Egg Stage",N85A1,No,11/28/07,43.2,16.6,187,2900,FEMALE,9.35416,-25.01185,Nest never observed with full clutch.,11/28/07
289,PAL0708,24,Chinstrap,Anvers,Dream,"Adult, 1 Egg Stage",N85A2,No,11/28/07,50.6,19.4,193,3800,MALE,9.28153,-24.97134,Nest never observed with full clutch.,11/28/07
290,PAL0708,25,Chinstrap,Anvers,Dream,"Adult, 1 Egg Stage",N89A1,No,11/28/07,46.7,17.9,195,3300,FEMALE,9.74144,-24.59467,Nest never observed with full clutch.,11/28/07
291,PAL0708,26,Chinstrap,Anvers,Dream,"Adult, 1 Egg Stage",N89A2,No,11/28/07,52,19,197,4150,MALE,9.36799,-24.47142,Nest never observed with full clutch.,11/28/07
292,PAL0809,27,Chinstrap,Anvers,Dream,"Adult, 1 Egg Stage",N61A1,No,11/25/08,50.5,18.4,200,3400,FEMALE,8.9399,-23.89017,Nest never observed with full clutch.,11/25/08
